/home/paperspace/biomlbench/scripts/gcp-deploy/deploy.py:170: SyntaxWarning: invalid escape sequence '\/'
    s3://biomlbench/v1/artifacts/runs/mlagentbench/proteingym-dms-CBX4-HUMAN-Tsuboyama-2023-2K28/2025-08-20T01-01-57-GMT_run-group_mlagentbench.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_runs/mlagentbench/proteingym-dms-CBX4-HUMAN-Tsuboyama-2023-2K28/2025-08-20T01-01-57-GMT_run-group_mlagentbench.tar.gz (if failed)
  Grading artifacts:
    s3://biomlbench/v1/artifacts/grades/mlagentbench/proteingym-dms-CBX4-HUMAN-Tsuboyama-2023-2K28/2025-08-20T01-12-13-GMT_grading_report.json.gz
    s3://biomlbench/v1/artifacts/grades/mlagentbench/proteingym-dms-CBX4-HUMAN-Tsuboyama-2023-2K28/2025-08-20T01-12-13-GMT_individual_reports.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_grades/mlagentbench/proteingym-dms-CBX4-HUMAN-Tsuboyama-2023-2K28/2025-08-20T01-12-13-GMT_*.gz (if failed)
🔍 Verifying uploads...
✅ Run artifacts uploaded successfully (organized structure)
✅ Grading artifacts uploaded successfully (organized structure)
✅ Job completed successfully
[2025-08-20 01:01:57,389] [agents.py:461] Running agent 'mlagentbench' on tasks: ['proteingym-dms/CBX4_HUMAN_Tsuboyama_2023_2K28']
[2025-08-20 01:01:57,493] [agents.py:286] Launching run group: 2025-08-20T01-01-57-GMT_run-group_mlagentbench
[2025-08-20 01:01:57,501] [agents.py:297] Using task-specific time limit of 28800s for task proteingym-dms/CBX4_HUMAN_Tsuboyama_2023_2K28
[2025-08-20 01:01:57,502] [agents.py:319] Creating 1 workers to serve 1 tasks...
[2025-08-20 01:01:57,710] [utils.py:159] Container created: task-proteingym-dms-CBX4_HUMAN_Tsuboyama_2023_2K28-2025-08-20T01-01-57-GMT-f1f83725a4a84d019baa38eb7864266f
[2025-08-20 01:12:07,832] [utils.py:392] Generated submission file: /home/runner/biomlbench/runs/2025-08-20T01-01-57-GMT_run-group_mlagentbench/submission.jsonl
[2025-08-20 01:12:07,832] [agents.py:368] 1 workers ran for 610.33 seconds in total
[2025-08-20 01:12:07,832] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-01-57-GMT_run-group_mlagentbench
[2025-08-20 01:12:07,832] [agents.py:423] ✅ All 1 runs completed successfully!
[2025-08-20 01:12:07,832] [agents.py:426] Submission file ready for grading: /home/runner/biomlbench/runs/2025-08-20T01-01-57-GMT_run-group_mlagentbench/submission.jsonl
[2025-08-20 01:12:07,832] [agents.py:427] To grade results, run: biomlbench grade --submission /home/runner/biomlbench/runs/2025-08-20T01-01-57-GMT_run-group_mlagentbench/submission.jsonl --output-dir results/
[2025-08-20 01:12:08,750] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:12:08,750] [s3_utils.py:175] Upload run group - agent_id: mlagentbench, task_ids: ['proteingym-dms/CBX4_HUMAN_Tsuboyama_2023_2K28']
[2025-08-20 01:12:08,751] [s3_utils.py:108] Compressing 2025-08-20T01-01-57-GMT_run-group_mlagentbench to /tmp/tmprvw7ekrb.tar.gz
[2025-08-20 01:12:08,884] [s3_utils.py:134] Uploading tmprvw7ekrb.tar.gz (0.3 MB) to s3://biomlbench/v1/artifacts/runs/mlagentbench/proteingym-dms-CBX4-HUMAN-Tsuboyama-2023-2K28/2025-08-20T01-01-57-GMT_run-group_mlagentbench.tar.gz
[2025-08-20 01:12:09,208] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/runs/mlagentbench/proteingym-dms-CBX4-HUMAN-Tsuboyama-2023-2K28/2025-08-20T01-01-57-GMT_run-group_mlagentbench.tar.gz
[2025-08-20 01:12:09,208] [agents.py:439] 📤 Successfully uploaded run group artifacts to S3

Grading submissions:   0%|          | 0/1 [00:00<?, ?submission/s]
Grading submissions: 100%|██████████| 1/1 [00:00<00:00,  3.41submission/s]
Grading submissions: 100%|██████████| 1/1 [00:00<00:00,  3.40submission/s]
[2025-08-20 01:12:13,682] [grade.py:70] {
    "total_runs": 1,
    "total_runs_with_submissions": 1,
    "total_valid_submissions": 1,
    "total_medals": 0,
    "total_gold_medals": 0,
    "total_silver_medals": 0,
    "total_bronze_medals": 0,
    "total_above_median": 0,
    "total_beats_human": 0,
    "avg_leaderboard_percentile": 0.0,
    "best_leaderboard_percentile": 0.0,
    "worst_leaderboard_percentile": 0.0
}
[2025-08-20 01:12:13,683] [grade.py:77] [1;35mSaved summary report to results/2025-08-20T01-12-13-GMT_grading_report.json[0m
[2025-08-20 01:12:13,683] [grade.py:89] [1;35mSaved 1 individual task reports to results/2025-08-20T01-12-13-GMT_individual_reports[0m
[2025-08-20 01:12:13,899] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:12:13,899] [s3_utils.py:248] Upload grading results - agent_id: mlagentbench, task_id: proteingym-dms/CBX4_HUMAN_Tsuboyama_2023_2K28
[2025-08-20 01:12:13,899] [s3_utils.py:119] Compressing 2025-08-20T01-12-13-GMT_grading_report.json to /tmp/tmpv6w17k_q.gz
[2025-08-20 01:12:13,900] [s3_utils.py:134] Uploading tmpv6w17k_q.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/mlagentbench/proteingym-dms-CBX4-HUMAN-Tsuboyama-2023-2K28/2025-08-20T01-12-13-GMT_grading_report.json.gz
[2025-08-20 01:12:14,000] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/mlagentbench/proteingym-dms-CBX4-HUMAN-Tsuboyama-2023-2K28/2025-08-20T01-12-13-GMT_grading_report.json.gz
[2025-08-20 01:12:14,001] [s3_utils.py:108] Compressing 2025-08-20T01-12-13-GMT_individual_reports to /tmp/tmpp7i9hmzj.tar.gz
[2025-08-20 01:12:14,002] [s3_utils.py:134] Uploading tmpp7i9hmzj.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/mlagentbench/proteingym-dms-CBX4-HUMAN-Tsuboyama-2023-2K28/2025-08-20T01-12-13-GMT_individual_reports.tar.gz
[2025-08-20 01:12:14,089] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/mlagentbench/proteingym-dms-CBX4-HUMAN-Tsuboyama-2023-2K28/2025-08-20T01-12-13-GMT_individual_reports.tar.gz
[2025-08-20 01:12:14,089] [grade.py:103] 📤 Successfully uploaded grading results to S3
[2025-08-20 01:12:14,089] [cli.py:401] Grading complete. Summary: results/2025-08-20T01-12-13-GMT_grading_report.json, Individual reports: results/2025-08-20T01-12-13-GMT_individual_reports
============================================================

[2025-08-20 01:12:19] Deleting VM: bioml-mlagentbench-proteingym-dms-cbx4-human-tsub-86b9-2a874c5f
[2025-08-20 01:13:13] ✅ Job completed on bioml-mlagentbench-polarishub-polaris-adme-fang-hppb-1-4c58f7d6: mlagentbench -> polarishub/polaris-adme-fang-hppb-1

============================================================
JOB OUTPUT:
============================================================
📁 Run group: 2025-08-20T01-01-52-GMT_run-group_mlagentbench
[2025-08-20 01:13:08] INFO     The version of Polaris that was   _artifact.py:96
                               used to create the artifact                      
                               (0.0.0) is different from the                    
                               currently installed version of                   
                               Polaris (0.13.0).                                
                      INFO     To verify the checksum, we need   _checksum.py:67
                               to recompute it. This can be slow                
                               for large datasets.                              
[01:13:08]  Success: Fetching dataset                              context.py:53
                      INFO     The version of Polaris that was   _artifact.py:96
                               used to create the artifact                      
                               (0.0.0) is different from the                    
                               currently installed version of                   
                               Polaris (0.13.0).                                
                      WARNING  No checksum to verify against.    _checksum.py:60
                               Specify either the md5sum                        
                               parameter or store the checksum                  
                               in the dataset.md5sum attribute.                 
            Success: Fetching benchmark                            context.py:53

📊 Grading timestamp: 2025-08-20T01-13-04-GMT
📤 S3 artifacts for this run:
  Run artifacts:
    s3://biomlbench/v1/artifacts/runs/mlagentbench/polarishub-polaris-adme-fang-hppb-1/2025-08-20T01-01-52-GMT_run-group_mlagentbench.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_runs/mlagentbench/polarishub-polaris-adme-fang-hppb-1/2025-08-20T01-01-52-GMT_run-group_mlagentbench.tar.gz (if failed)
  Grading artifacts:
    s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-polaris-adme-fang-hppb-1/2025-08-20T01-13-04-GMT_grading_report.json.gz
    s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-polaris-adme-fang-hppb-1/2025-08-20T01-13-04-GMT_individual_reports.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_grades/mlagentbench/polarishub-polaris-adme-fang-hppb-1/2025-08-20T01-13-04-GMT_*.gz (if failed)
🔍 Verifying uploads...
✅ Run artifacts uploaded successfully (organized structure)
✅ Grading artifacts uploaded successfully (organized structure)
✅ Job completed successfully
[2025-08-20 01:01:52,163] [agents.py:461] Running agent 'mlagentbench' on tasks: ['polarishub/polaris-adme-fang-hppb-1']
[2025-08-20 01:01:52,321] [agents.py:286] Launching run group: 2025-08-20T01-01-52-GMT_run-group_mlagentbench
[2025-08-20 01:01:52,327] [agents.py:297] Using task-specific time limit of 28800s for task polarishub/polaris-adme-fang-hppb-1
[2025-08-20 01:01:52,327] [agents.py:319] Creating 1 workers to serve 1 tasks...
[2025-08-20 01:01:52,970] [utils.py:159] Container created: task-polarishub-polaris-adme-fang-hppb-1-2025-08-20T01-01-52-GMT-3c27f845904a40f1960da4bde75de31c
[2025-08-20 01:12:58,599] [utils.py:392] Generated submission file: /home/runner/biomlbench/runs/2025-08-20T01-01-52-GMT_run-group_mlagentbench/submission.jsonl
[2025-08-20 01:12:58,599] [agents.py:368] 1 workers ran for 666.27 seconds in total
[2025-08-20 01:12:58,599] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-01-52-GMT_run-group_mlagentbench
[2025-08-20 01:12:58,599] [agents.py:423] ✅ All 1 runs completed successfully!
[2025-08-20 01:12:58,599] [agents.py:426] Submission file ready for grading: /home/runner/biomlbench/runs/2025-08-20T01-01-52-GMT_run-group_mlagentbench/submission.jsonl
[2025-08-20 01:12:58,599] [agents.py:427] To grade results, run: biomlbench grade --submission /home/runner/biomlbench/runs/2025-08-20T01-01-52-GMT_run-group_mlagentbench/submission.jsonl --output-dir results/
[2025-08-20 01:12:59,692] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:12:59,692] [s3_utils.py:175] Upload run group - agent_id: mlagentbench, task_ids: ['polarishub/polaris-adme-fang-hppb-1']
[2025-08-20 01:12:59,693] [s3_utils.py:108] Compressing 2025-08-20T01-01-52-GMT_run-group_mlagentbench to /tmp/tmp3rtl0ulm.tar.gz
[2025-08-20 01:12:59,906] [s3_utils.py:134] Uploading tmp3rtl0ulm.tar.gz (0.5 MB) to s3://biomlbench/v1/artifacts/runs/mlagentbench/polarishub-polaris-adme-fang-hppb-1/2025-08-20T01-01-52-GMT_run-group_mlagentbench.tar.gz
[2025-08-20 01:13:00,245] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/runs/mlagentbench/polarishub-polaris-adme-fang-hppb-1/2025-08-20T01-01-52-GMT_run-group_mlagentbench.tar.gz
[2025-08-20 01:13:00,245] [agents.py:439] 📤 Successfully uploaded run group artifacts to S3

Grading submissions:   0%|          | 0/1 [00:00<?, ?submission/s][2025-08-20 01:13:05,207] [_client.py:1025] HTTP Request: GET https://polarishub.io/api/v1/benchmark/polaris/adme-fang-hppb-1 "HTTP/1.1 200 OK"
[2025-08-20 01:13:05,509] [_client.py:1025] HTTP Request: GET https://polarishub.io/api/v1/dataset/polaris/adme-fang-1 "HTTP/1.1 200 OK"
[2025-08-20 01:13:08,001] [_artifact.py:96] The version of Polaris that was used to create the artifact (0.0.0) is different from the currently installed version of Polaris (0.13.0).
[2025-08-20 01:13:08,135] [_checksum.py:67] To verify the checksum, we need to recompute it. This can be slow for large datasets.
[2025-08-20 01:13:08,222] [_artifact.py:96] The version of Polaris that was used to create the artifact (0.0.0) is different from the currently installed version of Polaris (0.13.0).
[2025-08-20 01:13:08,224] [_checksum.py:60] No checksum to verify against. Specify either the md5sum parameter or store the checksum in the dataset.md5sum attribute.

Grading submissions: 100%|██████████| 1/1 [00:04<00:00,  4.14s/submission]
Grading submissions: 100%|██████████| 1/1 [00:04<00:00,  4.14s/submission]
[2025-08-20 01:13:08,311] [grade.py:70] {
    "total_runs": 1,
    "total_runs_with_submissions": 1,
    "total_valid_submissions": 1,
    "total_medals": 0,
    "total_gold_medals": 0,
    "total_silver_medals": 0,
    "total_bronze_medals": 0,
    "total_above_median": 0,
    "total_beats_human": 0,
    "avg_leaderboard_percentile": 30.0,
    "best_leaderboard_percentile": 30.0,
    "worst_leaderboard_percentile": 30.0
}
[2025-08-20 01:13:08,349] [grade.py:77] [1;35mSaved summary report to results/2025-08-20T01-13-04-GMT_grading_report.json[0m
[2025-08-20 01:13:08,350] [grade.py:89] [1;35mSaved 1 individual task reports to results/2025-08-20T01-13-04-GMT_individual_reports[0m
[2025-08-20 01:13:08,552] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:13:08,552] [s3_utils.py:248] Upload grading results - agent_id: mlagentbench, task_id: polarishub/polaris-adme-fang-hppb-1
[2025-08-20 01:13:08,553] [s3_utils.py:119] Compressing 2025-08-20T01-13-04-GMT_grading_report.json to /tmp/tmpes2ypmtj.gz
[2025-08-20 01:13:08,553] [s3_utils.py:134] Uploading tmpes2ypmtj.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-polaris-adme-fang-hppb-1/2025-08-20T01-13-04-GMT_grading_report.json.gz
[2025-08-20 01:13:08,645] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/mlagentbench/polarishub-polaris-adme-fang-hppb-1/2025-08-20T01-13-04-GMT_grading_report.json.gz
[2025-08-20 01:13:08,646] [s3_utils.py:108] Compressing 2025-08-20T01-13-04-GMT_individual_reports to /tmp/tmp60pawxfw.tar.gz
[2025-08-20 01:13:08,647] [s3_utils.py:134] Uploading tmp60pawxfw.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-polaris-adme-fang-hppb-1/2025-08-20T01-13-04-GMT_individual_reports.tar.gz
[2025-08-20 01:13:08,736] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/mlagentbench/polarishub-polaris-adme-fang-hppb-1/2025-08-20T01-13-04-GMT_individual_reports.tar.gz
[2025-08-20 01:13:08,736] [grade.py:103] 📤 Successfully uploaded grading results to S3
[2025-08-20 01:13:08,736] [cli.py:401] Grading complete. Summary: results/2025-08-20T01-13-04-GMT_grading_report.json, Individual reports: results/2025-08-20T01-13-04-GMT_individual_reports
============================================================

[2025-08-20 01:13:13] Deleting VM: bioml-mlagentbench-polarishub-polaris-adme-fang-hppb-1-4c58f7d6
[2025-08-20 01:13:14] ✅ Deleted VM: bioml-mlagentbench-polarishub-tdcommons-bbb-martins-e150ee47
[2025-08-20 01:13:14] 🎉 SUCCESS: mlagentbench -> polarishub/tdcommons-bbb-martins
[2025-08-20 01:13:17] ✅ Deleted VM: bioml-mlagentbench-proteingym-dms-cbx4-human-tsub-86b9-2a874c5f
[2025-08-20 01:13:17] 🎉 SUCCESS: mlagentbench -> proteingym-dms/CBX4_HUMAN_Tsuboyama_2023_2K28
[2025-08-20 01:13:39] ✅ Job completed on bioml-stella-proteingym-dms-sbi-staam-tsuboyama-2-a75d-96406c0e: stella -> proteingym-dms/SBI_STAAM_Tsuboyama_2023_2JVG

============================================================
JOB OUTPUT:
============================================================
📁 Run group: 2025-08-20T01-01-52-GMT_run-group_stella
📊 Grading timestamp: 2025-08-20T01-13-32-GMT
📤 S3 artifacts for this run:
  Run artifacts:
